"brand_name","product_name","for_username","overall_videos_viewcount_of_channel","subscribers_channel","first_five_video_avg_of_channel","engagement_rate_of_channel","video_views","video_duration","category","video_type","video_cost"
"mStock","mStock Trading App","@harshearningtips","23009064","103000","16644","16.2","22285","2024-08-16 00:06:11","Earning","Integrated","4000"
"mStock","mStock Trading App","@earningwealth84","872067","115000","32738","28.5","12692","2024-08-16 00:05:45","Earning","Integrated","2500"
"mStock","mStock Trading App","@qualityearn8325","890269","171000","30388","17.8","13971","2024-08-16 00:05:49","Earning","Integrated","3000"
"mStock","mStock Trading App","@earningbeast99","5478372","84200","8929","10.6","12654","2024-08-16 00:05:57","Earning","Integrated","5000"
"mStock","mStock Trading App","@digitalshashank","1392783","302000","48070","15.9","44711","2024-08-16 00:08:05","Earning","Integrated","5000"
"mStock","mStock Trading App","@pkpaulbengali","6798683","176000","12833","7.3","8403","2024-08-16 00:13:22","Stock Market","Integrated","20000"
"mStock","mStock Trading App","@hitechsharmaji2539","1612253","112000","17431","15.6","22772","2024-08-16 00:06:24","Earning","Integrated","3700"
"mStock","mStock Trading App","@madangaikwad","84988626","295000","34180","11.6","25927","2024-08-16 00:18:13","Tech","Integrated","20000"
"mStock","mStock Trading App","@shrija","1927438","52300","15922","30.4","7031","2024-08-16 00:08:40","Finance","Dedicated","15000"
"mStock","mStock Trading App","@stockmarketbadshah","23658119","115000","1028","0.9","1216","2024-08-16 00:07:38","Finance","Dedicated","7000"
"mStock","mStock Trading App","@ankitjain05","8370906","68600","3369","4.9","4511","2024-08-16 00:12:34","Finance","Dedicated","15000"
"mStock","mStock Trading App","@siddharthbhat09","706802","13600","1286","9.5","2562","2024-08-16 00:15:27","Finance","Integrated","8000"
"mStock","mStock Trading App","@shubh_kadam__","2636947","43400","1400","3.2","1140","2024-08-16 00:18:32","Finance","Dedicated","7000"
"mStock","mStock Trading App","@sharemarketinkannada","3266551","32100","2040","6.4","1798","2024-08-16 00:10:38","Trading","Integrated","2500"
"mStock","mStock Trading App","@theharshdalal","5773927","69000","1828","2.6","2414","2024-08-16 00:12:39","Trading","Dedicated","10000"
"mStock","mStock Trading App","@investingsimplify","1086635","22400","3564","15.9","10249","2024-08-16 00:14:47","Stock Market","Integrated","10000"
"mStock","mStock Trading App","@stocksforself","16958571","79900","2341","2.9","4235","2024-08-16 00:12:33","Trading","Integrated","6600"
"mStock","mStock Trading App","@tradesmartly","442903","8950","2796","31.2","2043","2024-08-16 00:20:07","Trading","Integrated","3000"
"mStock","mStock Trading App","@alwaysgrow","593626","8530","1276","15","1819","2024-08-16 00:16:17","Trading","Integrated","3500"
"mStock","mStock Trading App","@moneytalkswithpayal","6548590","79000","1304","1.7","3475","2024-08-16 00:09:02","Finance","Dedicated","13000"
"mStock","mStock Trading App","@digitalxpt","689105","14400","6469","44.9","3399","2024-08-16 00:09:59","Stock Market","Integrated","10000"
"mStock","mStock Trading App","@telugutravelvlogger","72965009","289000","26334","9.1","31156","2024-08-16 00:20:24","Travel","Integrated","14000"
"mStock","mStock Trading App","@swingtradertheartoflearning","31263073","91800","6876","7.5","11971","2024-08-16 00:13:09","Finance","Integrated","5000"
"mStock","mStock Trading App","@ready_to_invest","888549","48700","1395","2.9","2707","2024-08-16 00:11:19","Trading","Integrated","4500"
"mStock","mStock Trading App","@officialsandeepmishra","17707526","144000","9156","6.4","6928","2024-08-16 00:16:19","Finance","Integrated","15000"
"mStock","mStock Trading App","@money_matters","7969650","140000","14342","10.2","42780","2024-08-16 00:26:45","Finance","Integrated","8500"
"mStock","mStock Trading App","@thetrainguru","11535720","74600","14596","19.6","16795","2024-08-16 00:12:49","Travel Vlogs","Integrated","15000"
"mStock","mStock Trading App","@viveksinghrana51","21449259","177000","3028","1.7","3923","2024-08-16 00:08:36","Finance","Dedicated","4500"
"mStock","mStock Trading App","@marketsupport","39396854","221000","2059","0.9","7282","2024-08-16 00:09:35","Finance","Dedicated","20000"
"mStock","mStock Trading App","@investmentwithtarun","11477545","113000","4411","3.9","4377","2024-08-16 00:08:16","Finance","Dedicated","20000"
"mStock","mStock Trading App","@pkpaulbengali","6798683","176000","12833","7.3","16422","2024-08-16 00:14:39","Stock Market","Integrated","20000"
"mStock","mStock Trading App","@pankilmaheshwari","1050626","25600","6617","25.8","73700","2024-08-16 00:17:46","Stock Market","Integrated","7000"
"mStock","mStock Trading App","@digitechpraveenhere","4304921","69000","16669","24.2","69168","2024-08-16 00:13:05","Earning","Integrated","18000"
"mStock","mStock Trading App","@investright7943","9579927","131000","20019","15.3","13332","2024-08-16 00:14:57","Finance","Integrated","9000"
"mStock","mStock Trading App","@theanalystdeep","1689825","35800","1563","4.4","1441","2024-08-16 00:16:50","Trading","Dedicated","10000"
"mStock","mStock Trading App","@7dreamsindiaofficial","8492641","228000","2293","1","33639","2024-08-16 00:13:23","Finance","Integrated","15000"
"mStock","mStock Trading App","@sharetradeepoint","1941116","51700","6503","12.6","2620","2024-08-16 00:11:35","Finance","Dedicated","7500"
"mStock","mStock Trading App","@himanshutrader","946953","25800","2051","8","1664","2024-08-16 00:06:32","Finance","Dedicated","10000"
"mStock","mStock Trading App","@missionmarketchannel","29256205","126000","10342","8.2","4655","2024-08-16 00:12:21","Finance","Dedicated","20000"
"mStock","mStock Trading App","@akashprasad03","7879653","113000","1916","1.7","3290","2024-08-16 00:19:00","Trading","Integrated","8000"
"mStock","mStock Trading App","@top5bestlaptop","50407793","237000","6278","2.6","8048","2024-08-16 00:14:00","Finance","Integrated","15000"
"mStock","mStock Trading App","@investwiddeepak","5850721","67200","14033","20.9","10843","2024-08-16 00:11:46","Finance","Integrated","13000"
"mStock","mStock Trading App","@techbengalikutty","29807378","210000","11593","5.5","17881","2024-08-16 00:09:21","Tech","Integrated","10000"
"mStock","mStock Trading App","@chaudharytips06","1388772","126000","16064","12.7","14376","2024-08-16 00:06:06","Earning","Dedicated","13500"
"mStock","mStock Trading App","@stockmarketbadshah","23658119","115000","1095","1","1969","2024-08-16 00:08:18","Finance","Dedicated","7000"
"mStock","mStock Trading App","@sathish_speaks_","4219732","84700","3949","4.7","15551","2024-08-16 00:11:24","Trading","Integrated","20000"
"mStock","mStock Trading App","@stockmartpro","7222969","77900","3441","4.4","13633","2024-08-16 00:25:07","Stock Market","Integrated","8000"
"mStock","mStock Trading App","@nadeflick","91449368","432000","32461","7.5","55777","2024-08-16 00:35:46","Gaming","Integrated","22000"
"mStock","mStock Trading App","@bamoladiaries","37779483","127000","19398","15.3","19536","2024-08-16 00:12:49","Lifestyle/Vlogs","Integrated","15000"
"mStock","mStock Trading App","@aayushssm","116013939","390000","9868","2.5","13158","2024-08-16 00:11:40","Auto","Integrated","20000"
"mStock","mStock Trading App","@cashitijgupta","17672095","123000","3595","2.9","8772","2024-08-16 00:10:15","Trading","Integrated","15000"
"mStock","mStock Trading App","@drutrider","62947717","247000","12765","5.2","11504","2024-08-16 00:08:37","Auto","Integrated","8000"
"mStock","mStock Trading App","@swapniljadhavvlogslive","7036163","17200","8507","49.5","8497","2024-08-16 00:14:20","Vlogs","Integrated","10000"
"mStock","mStock Trading App","@chargingpointhindi","29134952","237000","19058","8","10712","2024-08-16 00:09:54","Finance","Integrated","22000"
"mStock","mStock Trading App","@unknownrider01022002","30194227","192000","12617","6.6","31304","2024-08-16 00:16:17","Moto Vlogs","Integrated","11000"
"mStock","mStock Trading App","@hnmotovlogs","136414822","484000","180266","37.2","101853","2024-08-16 00:15:53","Auto","Integrated","18000"
"mStock","mStock Trading App","@financemetrics","505999","5500","2662","48.4","2341","2024-08-16 00:18:27","Finance","Integrated","4000"
"mStock","mStock Trading App","@motorvault","39779890","234000","19694","8.4","3167","2024-08-16 00:15:03","Auto","Integrated","11000"
"mStock","mStock Trading App","@amstrader","620047","9320","918","9.8","1108","2024-08-16 00:10:48","Trading","Integrated","2500"
"mStock","mStock Trading App","@moneytalkswithpayal","6548590","79000","1358","1.7","4349","2024-08-16 00:11:07","Finance","Dedicated","13000"
"mStock","mStock Trading App","@info_mindset","7172","149","19879","13341.9","21736","2024-08-16 00:14:08","Finance","Integrated","20000"
"mStock","mStock Trading App","@thetradingfemme","9234003","138000","25011","18.1","6391","2024-08-16 00:12:11","Trading","Integrated","20000"
"mStock","mStock Trading App","@money_matters","7969650","140000","14364","10.3","18522","2024-08-16 00:27:24","Finance","Integrated","8500"
"mStock","mStock Trading App","@sharemarketanalysis","62896131","258000","2933","1.1","2423","2024-08-16 00:04:51","Finance","Dedicated","9000"
"mStock","mStock Trading App","@sharemarketinkannada","3266551","32100","1109","3.5","2227","2024-08-16 00:11:52","Trading","Integrated","2500"
"mStock","mStock Trading App","@wheelieboybunny","31381582","236000","10754","4.6","5642","2024-08-16 00:23:01","Moto Vlogs","Integrated","15000"
"mStock","mStock Trading App","@officialsandeepmishra","17707526","144000","9407","6.5","4652","2024-08-16 00:13:34","Finance","Integrated","15000"
"mStock","mStock Trading App","@cuteupdate","736862","107000","10038","9.4","27183","2024-08-16 00:05:33","Earning","Integrated","2500"
"mStock","mStock Trading App","@earningvillagee","7421189","122000","36112","29.6","11127","2024-08-16 00:06:00","Earning","Integrated","3300"
"mStock","mStock Trading App","@etechpandaji","2885968","274000","19737","7.2","32185","2024-08-16 00:07:24","Earning","Integrated","4000"
"mStock","mStock Trading App","@harshearningtips","23009064","103000","16644","16.2","21696","2024-08-16 00:06:10","Earning","Integrated","4000"
"mStock","mStock Trading App","@mtechupdate3090","13530188","167000","17910","10.7","20559","2024-08-16 00:08:34","Earning","Integrated","4000"
"mStock","mStock Trading App","@rsfintech","5850242","55700","9043","16.2","4432","2024-08-16 00:10:16","Finance","Integrated","10000"
"mStock","mStock Trading App","@moneysolution","22275901","160000","13087","8.2","11659","2024-08-16 00:08:47","Finance","Integrated","18000"
"mStock","mStock Trading App","@rupeemonk","5904314","73500","3084","4.2","1695","2024-08-16 00:08:48","Finance","Integrated","5000"
"mStock","mStock Trading App","@ankitjain05","8370906","68600","3375","4.9","6190","2024-08-16 00:12:35","Finance","Dedicated","15000"
"mStock","mStock Trading App","@marketsupport","39396854","221000","2257","1","4087","2024-08-16 00:10:30","Finance","Dedicated","20000"
"mStock","mStock Trading App","@stockmarketbadshah","23658119","115000","1096","1","1350","2024-08-16 00:09:18","Finance","Dedicated","7000"
"mStock","mStock Trading App","@trade.metrics","364393","7590","4367","57.5","10496","2024-08-16 00:20:37","Finance","Integrated","6000"
"mStock","mStock Trading App","@swingtradertheartoflearning","31263073","91800","5125","5.6","7836","2024-08-16 00:14:52","Finance","Integrated","5000"
"mStock","mStock Trading App","@tradesmartly","442903","8950","2796","31.2","1754","2024-08-16 00:31:47","Trading","Integrated","3000"
"mStock","mStock Trading App","@viveksinghrana51","21449259","177000","3028","1.7","3896","2024-08-16 00:08:13","Finance","Dedicated","4500"
"mStock","mStock Trading App","@wandersanetv","31049803","161000","11889","7.4","13498","2024-08-16 00:14:42","Moto Vlogs","Integrated","12000"
"mStock","mStock Trading App","@bankingbaba","30676536","352000","35621","10.1","14506","2024-08-16 00:17:46","Finance","Integrated","18000"
"mStock","mStock Trading App","@chintamanijaipuri","53190854","338000","7626","2.3","8588","2024-08-16 00:10:06","Auto","Integrated","15000"
"mStock","mStock Trading App","@theharshdalal","5699665","68900","1836","2.7","3325","2024-08-16 00:13:18","Trading","Dedicated","10000"
"mStock","mStock Trading App","@mrarbaz_77","301517","191000","21612","11.3","14872","2024-08-16 00:04:59","Earning","Integrated","10000"
"mStock","mStock Trading App","@cryptoclub64","202288154","615000","29447","4.8","15353","2024-08-16 00:05:47","Earning","Integrated","8000"
"mStock","mStock Trading App","@digitalshashank","1392783","302000","48070","15.9","33783","2024-08-16 00:09:09","Earning","Integrated","5000"
"mStock","mStock Trading App","@digitechpraveenhere","4304921","69000","16686","24.2","5730","2024-08-16 00:17:32","Earning","Integrated","18000"
"mStock","mStock Trading App","@masterminitech","69914366","318000","13904","4.4","16263","2024-08-16 00:09:02","Tech","Integrated","20000"
"mStock","mStock Trading App","@investorsadda","3652255","160000","6040","3.8","2632","2024-08-16 00:08:52","Stock Market","Dedicated","20000"
"mStock","mStock Trading App","@sminvestors","2006079","39600","2957","7.5","6400","2024-08-16 00:11:26","Stock Market","Integrated","12000"
"mStock","mStock Trading App","@investmentwithtarun","11477545","113000","4411","3.9","1682","2024-08-16 00:07:51","Finance","Dedicated","20000"
"mStock","mStock Trading App","@sharemarketwithsandeep","491270","7840","3539","45.1","2046","2024-08-16 00:10:20","Trading","Integrated","5000"
"mStock","mStock Trading App","@investmentking","1616909","25900","2684","10.4","1490","2024-08-16 00:12:51","Stock Market","Integrated","6000"
"mStock","mStock Trading App","@pkpaulbengali","6798683","176000","12848","7.3","20367","2024-08-16 00:14:41","Stock Market","Integrated","20000"
"mStock","mStock Trading App","@investwiddeepak","5850721","67200","14034","20.9","10943","2024-08-16 00:13:08","Finance","Integrated","13000"
"mStock","mStock Trading App","@7dreamsindiaofficial","8492641","228000","2316","1","4071","2024-08-16 00:16:49","Finance","Integrated","15000"
"mStock","mStock Trading App","@iflickss","9463302","175000","13189","7.5","22962","2024-08-16 00:10:51","Gaming","Integrated","20000"
"PolicyBazaar SMB","Home Insurance","@codeestate","19272249","74800","9273","12.4","70098","2024-08-16 00:12:41","Property","Integrated","20000"
"PolicyBazaar SMB","Home Insurance","@hyderabadnow","3647841","12500","3582","28.7","4377","2024-08-16 00:05:43","Real Estate","Integrated","4000"
"PolicyBazaar SMB","Dout","@rajkumarsharmabusinesscoach","3769615","102000","1397","1.4","1125","2024-08-16 00:06:55","Business","Dedicated","7000"
"PolicyBazaar SMB","Home Insurance","@jy_properties","1492070","7860","306","3.9","2553","2024-08-16 00:06:42","Real Estate","Integrated","7000"
"PolicyBazaar SMB","Home Insurance","@satvindernarwal","15472679","106000","17800","16.8","15611","2024-08-16 00:15:44","Personal Finance","Integrated","15000"
"PolicyBazaar SMB","Home Insurance","@cashitijgupta","17672095","123000","3596","2.9","10033","2024-08-16 00:09:04","Personal Finance","Integrated","10000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35827","4.6","53090","2024-08-16 00:15:57","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@stock247bypoojasingh","26596506","268000","35753","13.3","19846","2024-08-16 00:17:01","Finance","Integrated","15000"
"Teji Mandi","Teji Mandi Advisory
","@money_matters","7969650","140000","14364","10.3","5760","2024-08-16 00:11:50","Finance","Integrated","2500"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","33214","13.5","32971","2024-08-16 00:14:35","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35829","4.6","54802","2024-08-16 00:17:41","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@money_matters","7969650","140000","14364","10.3","10125","2024-08-16 00:07:22","Finance","Integrated","2500"
"Teji Mandi","Teji Mandi Advisory
","@mrscalperg","23857106","294000","12762","4.3","12492","2024-08-16 00:12:40","Finance","Integrated","15000"
"Teji Mandi","Teji Mandi Advisory
","@moneytalkswithpayal","6548590","79000","1360","1.7","6209","2024-08-16 00:14:37","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@stock247bypoojasingh","26596506","268000","35753","13.3","24063","2024-08-16 00:13:58","Finance","Integrated","15000"
"Teji Mandi","Teji Mandi Advisory
","@ffreedomapptelugu","1130622795","3410000","498980","14.6","81565","2024-08-16 00:01:00","Finance","Youtube Short","20000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35829","4.6","56697","2024-08-16 00:13:22","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@stocksforself","16958571","79900","2556","3.2","6856","2024-08-16 00:09:21","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@njanarun","7396744","118000","2563","2.2","242291","2024-08-16 00:18:40","Finance","Integrated","15000"
"Teji Mandi","Teji Mandi Advisory
","@mrscalperg","23857106","294000","12763","4.3","18752","2024-08-16 00:13:48","Finance","Integrated","15000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35829","4.6","169281","2024-08-16 00:14:13","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@vjinvestment","17562000","156000","15215","9.8","2139","2024-08-16 00:05:59","Finance","Integrated","6000"
"Teji Mandi","Teji Mandi Advisory
","@moneytalkswithpayal","6548590","79000","1360","1.7","7870","2024-08-16 00:17:52","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@trade2day","1766087","26000","650","2.5","2927","2024-08-16 00:12:18","Finance","Integrated","4000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35832","4.6","66505","2024-08-16 00:11:30","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@njanarun","7396744","118000","2563","2.2","8684","2024-08-16 00:11:30","Finance","Integrated","15000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","33214","13.5","28133","2024-08-16 00:17:24","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","1360","0.2","106514","2024-08-16 00:16:43","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","33214","13.5","93357","2024-08-16 00:17:00","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35832","4.6","63010","2024-08-16 00:12:34","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@moneytalkswithpayal","6548590","79000","1360","1.7","6799","2024-08-16 00:15:01","Finance","Integrated","8000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35832","4.6","60311","2024-08-16 00:14:47","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","33214","13.5","41394","2024-08-16 00:16:09","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35832","4.6","45712","2024-08-16 00:13:06","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","33214","13.5","36878","2024-08-16 00:15:16","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@investwiddeepak","5850721","67200","14034","20.9","57463","2024-08-16 00:15:39","Finance","Integrated","13000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","35832","4.6","126322","2024-08-16 00:13:19","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","33214","13.5","43940","2024-08-16 00:12:26","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","33214","13.5","44979","2024-08-16 00:16:23","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","47415","2024-08-16 00:14:15","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","83863","2024-08-16 00:13:52","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","28739","11.7","51483","2024-08-16 00:17:45","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@investwiddeepak","5850721","67200","14457","21.5","25818","2024-08-16 00:14:35","Finance","Integrated","13000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","74022","2024-08-16 00:12:05","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","28739","11.7","37817","2024-08-16 00:17:47","Finance","Integrated","17000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","86954","2024-08-16 00:12:25","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","28739","11.7","49855","2024-08-16 00:11:46","Finance","Integrated","20000"
"Teji Mandi Advisory
","Teji Mandi","@stock4retail","75857006","798000","42573","5.3","91786","2024-08-16 10:45:02","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","28739","11.7","57231","2024-08-16 00:12:58","Finance","Integrated","20000"
"Teji Mandi","Teji Mandi Advisory
","@learningmarketswithmanish","23465227","458000","56340","12.3","39023","2024-08-16 00:21:25","Finance","Integrated","20000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","75437","2024-08-16 00:15:02","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","28739","11.7","34146","2024-08-16 00:11:56","Finance","Integrated","20000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","86849","2024-08-16 00:15:48","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","69670","2024-08-16 00:11:34","Finance","Integrated","9000"
"Teji Mandi","Teji Mandi Advisory
","@diversifyknowledge","12962761","246000","28739","11.7","41576","2024-08-16 00:09:44","Finance","Integrated","20000"
"Teji Mandi","Teji Mandi Advisory
","@stock4retail","73289194","776000","42573","5.5","75802","2024-08-16 00:15:21","Finance","Integrated","9000"
"INDmoney","INDmoney Financial Services","@lts","25396548","236000","9650","4.1","3877","2024-08-16 00:06:09","Finance","Conceptual","15000"
"INDmoney","INDmoney Financial Services","@bankingmastery","4007417","66900","19849","29.7","1614","2024-08-16 00:04:30","Finance","Conceptual","6000"
"INDmoney","INDmoney Financial Services","@vjinvestment","17562000","156000","15512","9.9","12961","2024-08-16 00:01:00","Finance","Youtube Short","4000"
"INDmoney","INDmoney Financial Services","@tradetravelerabhijith","96770776","404000","23952","5.9","13139","2024-08-16 00:00:45","Finance","Youtube Short","20000"
"INDmoney","INDmoney Financial Services","@ankitjain05","8370906","68600","4010","5.8","682","2024-08-16 00:11:24","Finance","Conceptual","10000"
"INDmoney","INDmoney Financial Services","@7dreamsindiaofficial","8492641","228000","2815","1.2","1972","2024-08-16 00:08:51","Finance","Conceptual","10000"
"INDmoney","INDmoney Financial Services","@stock247bypoojasingh","26596506","268000","37440","14","12538","2024-08-16 00:08:11","Finance","Conceptual","15000"
"Octa","OctaFX Trading App","@moneytalkswithpayal","6548590","79000","1959","2.5","1674","2024-08-16 00:09:59","Finance","Dedicated","13000"
"Octa","OctaFX Trading App","@moneytalkswithpayal","6548590","79000","1959","2.5","1189","2024-08-16 00:08:08","Finance","Dedicated","13000"
"Octa","OctaFX Trading App","@tradetobombay1537","2536381","39200","9551","24.4","773","2024-08-16 00:10:35","Finance/Trading","Dedicated","15000"
"Octa","OctaFX Trading App","@tradetobombay1537","2536381","39200","9551","24.4","358","2024-08-16 00:08:37","Finance/Trading","Dedicated","15000"
"Octa","OctaFX Trading App","@tradetobombay1537","2536381","39200","9551","24.4","462","2024-08-16 00:12:05","Finance/Trading","Dedicated","15000"
"Octa","OctaFX Trading App","@investmentwithtarun","11477545","113000","4477","4","5749","2024-08-16 00:11:03","Finance","Integrated","18000"
"Octa","OctaFX Trading App","@investmentwithtarun","11477545","113000","4477","4","14440","2024-08-16 00:07:53","Finance","Integrated","18000"
"Octa","OctaFX Trading App","@investmentwithtarun","11477545","113000","4477","4","6824","2024-08-16 00:10:33","Finance","Integrated","18000"
"Octa","OctaFX Trading App","@thesmarttrader420","1423488","57500","5188","9","377","2024-08-16 00:11:24","Trading","Dedicated","8333"
"Octa","OctaFX Trading App","@thesmarttrader420","1423488","57500","5188","9","601","2024-08-16 00:12:24","Trading","Dedicated","8333"
"Octa","OctaFX Trading App","@thesmarttrader420","1423488","57500","5188","9","327","2024-08-16 00:09:51","Trading","Dedicated","8333"
"Octa","OctaFX Trading App","@smartmantra","427509","118000","2342","2","1091","2024-08-16 00:09:47","Trading","Dedicated","20000"
"Octa","OctaFX Trading App","@lts","25396548","236000","9650","4.1","11812","2024-08-16 00:10:21","Finance","Integrated","15000"
"Octa","OctaFX Trading App","@lts","25396548","236000","9650","4.1","13306","2024-08-16 00:12:55","Finance","Integrated","15000"
"Octa","OctaFX Trading App","@lts","25396548","236000","9650","4.1","8860","2024-08-16 00:13:06","Finance","Integrated","15000"
"Octa","OctaFX Trading App","@ankushverma0017","2243476","42400","500","1.2","714","2024-08-16 00:15:10","Finance","Integrated","8000"
"Octa","OctaFX Trading App","@ankushverma0017","2243476","42400","500","1.2","1117","2024-08-16 00:17:29","Finance","Integrated","8000"
"Octa","OctaFX Trading App","@siddharthbhat09","706802","13600","4737","34.8","763","2024-08-16 00:12:04","Finance","Integrated","10000"
"Octa","OctaFX Trading App","@siddharthbhat09","706802","13600","4737","34.8","2210","2024-08-16 00:15:25","Finance","Integrated","10000"
"Punch","Punch App","@tradeswings","30508489","320000","1032","0.3","3807","2024-08-16 00:09:27","Finance/Trading","Dedicated","20000"
"Punch","Punch App","@optionsailor","3035047","29500","3608","12.2","1112","2024-08-16 00:06:20","Finance/Trading","Dedicated","11000"
"Punch","Punch App","@moneytalkswithpayal","6548590","79000","1960","2.5","2882","2024-08-16 00:08:56","Finance/Trading","Dedicated","10000"
"Punch","Punch App","@tradersakshi","5725979","113000","1904","1.7","1639","2024-08-16 00:11:54","Finance/Trading","Dedicated","15000"
"Punch","Punch App","@theharshdalal","5699665","68900","1904","2.8","1247","2024-08-16 00:08:48","Finance/Trading","Dedicated","10000"
"Punch","Punch App","@shubh_kadam__","2636947","43400","1313","3","5413","2024-08-16 00:12:36","Finance/Trading","Dedicated","7000"
"Punch","Punch App","@himanshutrader","946953","25800","2058","8","1423","2024-08-16 00:07:52","Finance/Trading","Dedicated","10000"
"Kinnect - Crompton","Crompton Appliances","@techreporttelugu","83816421","448000","17034","3.8","101259","2024-08-16 00:06:18","Tech","Dedicated","20000"
"Kinnect - Crompton","Asian Paints Trucare","@borncreator","78877374","935000","17351","1.9","52267","2024-08-16 00:05:11","Tech","Dedicated","15000"
"Walnut Folks - Motilal","GameDay Squad","@dekhoisko","159473089","717000","32248","4.5","33517","2024-08-16 00:09:22","Infotainment","Integrated","22000"
"Walnut Folks - TRIGGR","GameDay Squad","@noistech","31673911","115000","10401","9","19836","2024-08-16 00:05:55","Tech","Dedicated","7000"
"Walnut Folks - TRIGGR","GameDay Squad","@mrlazytech","96925636","388000","2308","0.6","55797","2024-08-16 00:09:02","Tech","Dedicated","10000"
"OneScore","OneScore App","@vaicharikkida","101764151","709000","12788","1.8","14207","2024-08-16 00:00:59","Infotainment","Youtube Short","15000"
"Voxxy - JAR App","JAR App","@chargingpointhindi","29134952","237000","20264","8.6","8649","2024-08-16 00:03:53","Finance","Dedicated","15000"
"Voxxy - JAR App","JAR App","@cashitijgupta","17672095","123000","2915","2.4","3560","2024-08-16 00:07:40","Finance","Dedicated","15000"
"Max Life - Topscout","Max Life Insurance","@diversifyknowledge","12962761","246000","28742","11.7","42733","2024-08-16 00:12:17","Finance","Integrated","17000"
"Max Life - Topscout","Max Life Insurance","@tamilstocksniper","6800884","77000","11259","14.6","13630","2024-08-16 00:12:14","Finance","Integrated","15000"
"Max Life - Topscout","Max Life Insurance","@diversifyknowledge","12962761","246000","28742","11.7","23482","2024-08-16 00:09:31","Finance","Integrated","20000"
"Tradetron","Tradetron","@moneytalkswithpayal","6548590","79000","1959","2.5","3368","2024-08-16 00:10:56","Finance","Dedicated","13000"
"Tradetron","Tradetron","@tradersakshi","5725979","113000","2156","1.9","2536","2024-08-16 00:12:23","Finance","Dedicated","5000"
"Tradetron","Tradetron","@tradeswings","30508489","320000","1032","0.3","8640","2024-08-16 00:31:52","Finance","Integrated","20000"
