brand_name,product_name,yt_username,overall_videos_viewcount_of_channel,channels_subscriber,first_five_avg_video_of_channel,engagement_rate_of_channel,video_views,video_duration,category,video_type,video_cost
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13983,20.8,24748,00:13:16,Finance,Integrated,13000
mStock,mStock Trading App,@chaudharytips06,1388772,126000,16063,12.7,22383,00:06:14,Earning,Dedicated,13500
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,2730,00:09:37,Finance,Dedicated,10000
mStock,mStock Trading App,@stockburnerofficial,126764307,732000,85595,11.7,201729,00:21:13,Trading,Integrated,100000
mStock,mStock Trading App,@stocksforself,16958571,79900,2785,3.5,5074,00:12:07,Trading,Integrated,6600
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11099,8.8,4024,00:13:43,Finance,Dedicated,10000
mStock,mStock Trading App,@earningbeast99,5478372,84200,8929,10.6,7368,00:06:56,Earning,Integrated,5000
mStock,mStock Trading App,@techbengalikutty,29807378,210000,11342,5.4,13234,00:13:44,Infotainment,Integrated,10000
mStock,mStock Trading App,@qualityearn8325,890269,171000,30388,17.8,13422,00:05:58,Earning,Integrated,3000
mStock,mStock Trading App,@moneyinspires7417,4418004,169000,28440,16.8,14545,00:06:30,Earning,Integrated,3000
mStock,mStock Trading App,@cryptoearn18,5454874,29100,2868,9.9,2550,00:05:51,Earning,Integrated,2500
mStock,mStock Trading App,@hitechsharmaji2539,1612253,112000,17431,15.6,4546,00:06:25,Earning,Integrated,3700
mStock,mStock Trading App,@qsomcrypto,355535,2230,781,35.0,1055,00:06:27,Earning,Integrated,1500
mStock,mStock Trading App,@fiacrypto,664148,6230,992,15.9,1086,00:05:57,Earning,Integrated,1800
mStock,mStock Trading App,@paytmloot99,91083,2000,633,31.7,1056,00:04:54,Earning,Integrated,1200
mStock,mStock Trading App,@arshadcreation899,5252615,32800,991,3.0,44,00:04:39,Earning,Integrated,2300
mStock,mStock Trading App,@mtechupdate3090,13530188,167000,17905,10.7,23087,00:06:08,Earning,Integrated,4000
mStock,mStock Trading App,@harshearningtips,23009064,103000,16643,16.2,11722,00:09:10,Earning,Integrated,4000
mStock,mStock Trading App,@trendtraderkaran,10345223,302000,3208,1.1,7540,00:07:35,Finance/Trading,Dedicated,300000
mStock,mStock Trading App,@lts,25396548,236000,9206,3.9,15276,00:12:23,Finance,Integrated,15000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,9520,00:14:31,Finance,Dedicated,15000
mStock,mStock Trading App,@marketsupport,39396854,221000,2276,1.0,9858,00:10:07,Finance,Dedicated,20000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2245,1.0,2092,00:14:59,Finance,Integrated,15000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12300,17.2,3438,00:10:16,Finance,Dedicated,55000
mStock,mStock Trading App,@anuragtalks1,92557282,1050000,293201,27.9,253746,00:19:17,Infotainment,Integrated,60000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11102,8.8,2800,00:13:29,Finance,Dedicated,10000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1116,1.0,1911,00:10:49,Finance,Dedicated,7000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2074,1.8,4375,00:12:08,Trading,Dedicated,25000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,17161,00:15:15,Finance,Integrated,20000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,1332,00:19:28,Finance,Dedicated,7000
mStock,mStock Trading App,@moneysolution,22275901,160000,12768,8.0,34906,00:10:50,Finance,Dedicated,20000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,2230,00:10:34,Trading,Integrated,2500
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,4808,00:06:35,Finance,Dedicated,6000
mStock,mStock Trading App,@rsfintech,5850242,55700,8999,16.2,7258,00:14:36,Finance,Dedicated,10000
mStock,mStock Trading App,@sharetradeepoint,1941116,51700,6495,12.6,3461,00:12:48,Finance,Dedicated,5000
mStock,mStock Trading App,@shrija,1927438,52300,15908,30.4,4212,00:09:33,Finance,Dedicated,15000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10761,4.4,18137,00:09:30,Finance,Dedicated,35000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,2735,00:05:55,Finance,Dedicated,35000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,1176,00:08:50,Finance,Integrated,7000
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1671,2.9,26736,00:14:32,Finance,Integrated,20000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1276,1.6,5160,00:15:34,Finance,Integrated,13000
mStock,mStock Trading App,@harshearningtips,23009064,103000,16643,16.2,14855,00:06:24,Earning,Integrated,4000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50728,18.9,22182,00:16:04,Finance,Dedicated,40000
mStock,mStock Trading App,@harrysvlogs8738,44293671,270000,27874,10.3,22182,00:16:04,Vlogs,Integrated,27000
mStock,mStock Trading App,@mtechupdate3090,13530188,167000,17905,10.7,20652,00:07:20,Earning,Integrated,4000
mStock,mStock Trading App,@earningvillagee,7421189,122000,36112,29.6,42996,00:06:18,Earning,Integrated,3300
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,98003,00:20:17,Finance,Integrated,40000
mStock,mStock Trading App,@scottearning,9861154,60800,3701,6.1,2155,00:05:41,Earning,Integrated,2000
mStock,mStock Trading App,@earningbeast99,5478372,84200,8929,10.6,10604,00:07:00,Earning,Integrated,5000
mStock,mStock Trading App,@chargingpointhindi,29134952,237000,18892,8.0,10994,00:08:30,Finance,Integrated,7000
mStock,mStock Trading App,@paytmloot99,91083,2000,633,31.7,357,00:06:50,Earning,Integrated,1200
mStock,mStock Trading App,@tradesmartly,442903,8950,2794,31.2,4534,00:29:08,Trading,Integrated,3000
mStock,mStock Trading App,@qsomcrypto,355535,2230,781,35.0,369,00:05:02,Earning,Integrated,1500
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,2068,00:07:47,Finance,Dedicated,10000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.7,2537,00:16:32,Trading,Dedicated,10000
mStock,mStock Trading App,@diversifyknowledge,12962761,246000,33052,13.4,18101,00:14:09,Trading,Integrated,40000
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13983,20.8,18849,00:13:55,Finance,Integrated,13000
mStock,mStock Trading App,@fiacrypto,664148,6230,992,15.9,1166,00:06:40,Earning,Integrated,1800
mStock,mStock Trading App,@digitalshashank,1392783,302000,48070,15.9,20635,00:08:20,Earning,Integrated,5000
mStock,mStock Trading App,@stocksforself,16958571,79900,2787,3.5,4646,00:09:48,Trading,Integrated,6600
mStock,mStock Trading App,@techbengalikutty,29807378,210000,11342,5.4,16139,00:07:22,Tech,Integrated,10000
mStock,mStock Trading App,@money_matters,7969650,140000,14328,10.2,16834,00:20:10,Finance,Integrated,8000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11102,8.8,2317,00:14:35,Finance,Dedicated,10000
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1671,2.9,25676,00:08:52,Finance,Integrated,20000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,1088,00:18:31,Finance,Dedicated,7000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,2103,00:10:24,Trading,Integrated,2500
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,3218,00:12:20,Finance,Dedicated,15000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1116,1.0,1974,00:09:40,Finance,Dedicated,7000
mStock,mStock Trading App,@marketsupport,39396854,221000,2276,1.0,3916,00:08:40,Finance,Dedicated,20000
mStock,mStock Trading App,@qualityearn8325,890269,171000,1276,0.7,13257,00:07:25,Earning,Integrated,3000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12300,17.2,8040,00:09:26,Finance,Dedicated,55000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10761,4.4,12894,00:08:55,Finance,Dedicated,35000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,2559,00:06:16,Finance,Dedicated,35000
mStock,mStock Trading App,@sharetradeepoint,1941116,51700,6497,12.6,3548,00:13:53,Finance,Dedicated,5000
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6537,7.1,16464,00:14:35,Finance,Integrated,5000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2245,1.0,1855,00:10:35,Finance,Integrated,15000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,17060,00:16:04,Finance,Integrated,20000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,5513,00:08:19,Finance,Dedicated,6000
mStock,mStock Trading App,@rsfintech,5850242,55700,8999,16.2,9189,00:14:44,Finance,Dedicated,10000
mStock,mStock Trading App,@earningwealth84,872067,115000,32737,28.5,14414,00:05:59,Earning,Integrated,2500
mStock,mStock Trading App,@chargingpointhindi,29134952,237000,18892,8.0,20475,00:09:48,Finance,Integrated,7000
mStock,mStock Trading App,@mtechupdate3090,13530188,167000,17905,10.7,25403,00:05:54,Earning,Integrated,4000
mStock,mStock Trading App,@harshearningtips,23009064,103000,16643,16.2,24658,00:05:51,Earning,Integrated,4000
mStock,mStock Trading App,@earningvillagee,7421189,122000,36112,29.6,34120,00:06:07,Earning,Integrated,3300
mStock,mStock Trading App,@lts,25396548,236000,9206,3.9,12401,00:12:47,Finance,Integrated,15000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2074,1.8,6432,00:11:46,Trading,Dedicated,25000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,927,00:07:48,Finance,Integrated,7000
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13984,20.8,24761,00:13:11,Finance,Integrated,13000
mStock,mStock Trading App,@kingkeplernetwork,17372362,292000,22486,7.7,708,00:25:12,Trading,Dedicated,12000
mStock,mStock Trading App,@diversifyknowledge,13575796,257000,33052,12.9,21665,00:14:29,Trading,Integrated,40000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50728,18.9,22299,00:12:36,Finance,Dedicated,40000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.7,2181,00:12:41,Trading,Dedicated,10000
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,37370,00:22:39,Finance,Dedicated,40000
mStock,mStock Trading App,@tradesmartly,442903,8950,2794,31.2,6239,00:23:20,Trading,Integrated,3000
mStock,mStock Trading App,@earningbeast99,5478372,84200,8929,10.6,9892,00:09:01,Earning,Integrated,5000
mStock,mStock Trading App,@stocksforself,16958571,79900,2787,3.5,7250,00:12:57,Trading,Integrated,6600
mStock,mStock Trading App,@techbengalikutty,29807378,210000,11342,5.4,11598,00:08:18,Tech,Integrated,10000
mStock,mStock Trading App,@mohitbalani,93175001,315000,10897,3.5,131822,00:13:39,Tech,Integrated,75000
mStock,mStock Trading App,@masterminitech,69914366,318000,13889,4.4,25470,00:09:27,Tech,Integrated,15000
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,1635,00:11:01,Finance,Dedicated,10000
mStock,mStock Trading App,@investmentwithtarun,11477545,113000,4408,3.9,2063,00:07:32,Finance,Dedicated,20000
mStock,mStock Trading App,@lts,25396548,236000,9206,3.9,17304,00:11:41,Finance,Integrated,15000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12301,17.2,7300,00:09:09,Finance,Dedicated,55000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3358,4.9,4923,00:14:16,Finance,Dedicated,15000
mStock,mStock Trading App,@marketsupport,39396854,221000,2277,1.0,2429,00:10:25,Finance,Dedicated,20000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1118,1.0,1824,00:09:29,Finance,Dedicated,7000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2074,1.8,6191,00:14:04,Trading,Dedicated,25000
mStock,mStock Trading App,@moneysolution,22275901,160000,12801,8.0,22447,00:10:28,Finance,Dedicated,20000
mStock,mStock Trading App,@rsfintech,5850242,55700,8999,16.2,6700,00:12:26,Finance,Dedicated,10000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10762,4.4,18124,00:07:33,Finance,Dedicated,35000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,1540,00:05:56,Finance,Dedicated,35000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,1326,00:10:51,Finance,Dedicated,7000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1277,1.6,7522,00:13:03,Finance,Dedicated,13000
mStock,mStock Trading App,@diversifyknowledge,12962761,246000,33052,13.4,18261,00:14:40,Trading,Dedicated,40000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2247,1.0,2906,00:13:16,Finance,Integrated,15000
mStock,mStock Trading App,@digitalshashank,1392783,302000,48070,15.9,42062,00:10:05,Earning,Integrated,5000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.7,1292,00:13:27,Trading,Dedicated,10000
mStock,mStock Trading App,@chaudharytips06,1388772,126000,16063,12.7,22455,00:06:42,Earning,Dedicated,13500
mStock,mStock Trading App,@earningbeast99,5478372,84200,8929,10.6,7006,00:05:52,Earning,Integrated,5000
mStock,mStock Trading App,@punjiguide,1583450,16100,2997,18.6,2224,00:08:26,Trading,Integrated,1500
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6554,7.1,15687,00:19:55,Finance,Integrated,5000
mStock,mStock Trading App,@earningvillagee,7421189,122000,36112,29.6,32976,00:08:37,Earning,Integrated,3300
mStock,mStock Trading App,@harshearningtips,23009064,103000,16643,16.2,27449,00:08:03,Earning,Integrated,4000
mStock,mStock Trading App,@kingkeplernetwork,16996873,287000,22487,7.8,473,00:21:42,Trading,Dedicated,12000
mStock,mStock Trading App,@mtechupdate3090,13530188,167000,17905,10.7,27357,00:06:13,Earning,Integrated,4000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50729,18.9,9049,00:10:26,Finance,Dedicated,40000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,4018,00:10:09,Finance,Dedicated,6000
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,9086,00:18:54,Finance,Dedicated,40000
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13984,20.8,16253,00:12:53,Finance,Integrated,13000
mStock,mStock Trading App,@shrija,1927438,52300,15908,30.4,16847,00:10:23,Finance,Dedicated,18000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11106,8.8,6552,00:14:38,Finance,Dedicated,10000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,2257,00:10:55,Trading,Integrated,2500
mStock,mStock Trading App,@stocksforself,16958571,79900,2789,3.5,3531,00:10:45,Trading,Integrated,6600
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1671,2.9,22758,00:12:53,Finance,Integrated,20000
mStock,mStock Trading App,@techbengalikutty,29807378,210000,11342,5.4,8976,00:07:54,Tech,Integrated,10000
mStock,mStock Trading App,@etechpandaji,2885968,274000,19735,7.2,32396,00:05:57,Earning,Integrated,4000
mStock,mStock Trading App,@cuteupdate,736862,107000,10038,9.4,8615,00:05:21,Earning,Integrated,2500
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,1307,00:10:01,Finance,Integrated,10000
mStock,mStock Trading App,@sharemarketanalysis,62896131,258000,2044,0.8,5290,00:06:06,Finance,Integrated,9000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,1578,00:19:01,Finance,Dedicated,7000
mStock,mStock Trading App,@hitechsharmaji2539,1612253,112000,17431,15.6,10593,00:06:16,Earning,Integrated,3700
mStock,mStock Trading App,@mohitbalani,93175001,315000,10897,3.5,196218,00:11:44,Tech,Integrated,75000
mStock,mStock Trading App,@digitalshashank,1392783,302000,48070,15.9,26895,00:07:51,Earning,Integrated,5000
mStock,mStock Trading App,@chartwithtrade,1763326,26400,641,2.4,1454,00:07:44,Trading,Integrated,2000
mStock,mStock Trading App,@earningbeast99,5478372,84200,8929,10.6,7155,00:06:24,Earning,Integrated,5000
mStock,mStock Trading App,@sharetradeepoint,1941116,51700,6497,12.6,3032,00:08:31,Finance,Dedicated,2500
mStock,mStock Trading App,@chargingpointhindi,29134952,237000,18893,8.0,20774,00:09:34,Finance,Integrated,7000
mStock,mStock Trading App,@cashitijgupta,17672095,123000,4111,3.3,9145,00:11:23,Trading,Integrated,10000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1278,1.6,6301,00:14:54,Finance,Dedicated,13000
mStock,mStock Trading App,@moneyinspires7417,4418004,169000,28440,16.8,12432,00:06:48,Earning,Integrated,3000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,21889,00:16:34,Finance,Integrated,23000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2247,1.0,6535,00:15:03,Finance,Integrated,15000
mStock,mStock Trading App,@kingkeplernetwork,16996873,287000,22487,7.8,513,00:26:02,Trading,Dedicated,12000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.7,4968,00:13:56,Trading,Dedicated,10000
mStock,mStock Trading App,@youricircle,148677235,256000,25916,10.1,25286,00:08:06,Tech,Integrated,22000
mStock,mStock Trading App,@naatutechofficial,179333193,473000,141853,30.0,238318,00:14:03,Tech,Integrated,75000
mStock,mStock Trading App,@top5bestlaptop,50407793,237000,6267,2.6,39428,00:10:04,Tech,Integrated,9000
mStock,mStock Trading App,@masterminitech,69914366,318000,13889,4.4,28158,00:13:35,Tech,Integrated,15000
mStock,mStock Trading App,@madangaikwad,84988626,295000,33671,11.4,79596,00:23:08,Tech,Integrated,20000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,2292,00:11:42,Trading,Integrated,2500
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50729,18.9,9847,00:10:01,Finance,Dedicated,40000
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,2212,00:06:49,Finance,Dedicated,10000
mStock,mStock Trading App,@harshearningtips,23009064,103000,16643,16.2,24428,00:07:11,Earning,Integrated,4000
mStock,mStock Trading App,@mtechupdate3090,13530188,167000,17905,10.7,25829,00:07:23,Earning,Integrated,4000
mStock,mStock Trading App,@etechpandaji,2885968,274000,19735,7.2,31307,00:06:34,Earning,Integrated,4000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1119,1.0,3461,00:10:06,Finance,Dedicated,7000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2074,1.8,2046,00:14:41,Trading,Dedicated,25000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3362,4.9,4475,00:09:23,Finance,Dedicated,15000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1278,1.6,4344,00:08:49,Finance,Dedicated,13000
mStock,mStock Trading App,@info_mindset,7172,149,25030,16798.9,165568,00:12:55,Finance,Integrated,15000
mStock,mStock Trading App,@transitbites,79193944,355000,112323,31.6,100207,00:32:36,Lifestyle,Integrated,15000
mStock,mStock Trading App,@_techibee,44465663,123000,14367,11.7,16674,00:10:40,Tech,Integrated,5000
mStock,mStock Trading App,@moneysolution,22275901,160000,12811,8.0,10932,00:10:23,Finance,Dedicated,20000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,14229,00:14:45,Finance,Integrated,23000
mStock,mStock Trading App,@sharemarketanalysis,62896131,258000,2045,0.8,3317,00:05:21,Finance,Integrated,9000
mStock,mStock Trading App,@tech_iela,73588760,447000,11487,2.6,3436,00:04:13,Tech,Integrated,20000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,2753,00:19:19,Finance,Integrated,7000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12306,17.2,11727,00:08:57,Finance,Dedicated,55000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,2554,00:12:08,Trading,Integrated,2500
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6556,7.1,12922,00:12:14,Finance,Integrated,5000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.7,2269,00:11:49,Trading,Dedicated,10000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10770,4.4,9720,00:12:15,Finance,Dedicated,35000
mStock,mStock Trading App,@money_matters,7969650,140000,14329,10.2,28389,00:26:07,Finance,Integrated,8500
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,9420,00:17:29,Finance,Dedicated,40000
mStock,mStock Trading App,@siddharthbhat09,706802,13600,4728,34.8,3181,00:16:19,Finance,Integrated,8000
mStock,mStock Trading App,@stocksforself,16958571,79900,2789,3.5,7610,00:11:15,Trading,Integrated,6600
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50729,18.9,55226,00:12:48,Finance,Dedicated,40000
mStock,mStock Trading App,@alwaysgrow,593626,8530,1275,15.0,2098,00:11:40,Trading,Integrated,3500
mStock,mStock Trading App,@marketrader1,5555386,162000,10743,6.6,22931,00:18:24,Trading,Integrated,25000
mStock,mStock Trading App,@investingsimplify,1086635,22400,3561,15.9,2039,00:12:46,Stock Market,Integrated,10000
mStock,mStock Trading App,@theglobalstories,15628665,86000,216648,251.9,239298,00:14:27,Infotainment,Integrated,30000
mStock,mStock Trading App,@tradingwithkarol,46283846,563000,52134,9.3,10681,00:21:42,Trading,Dedicated,40000
mStock,mStock Trading App,@tradesmartly,442903,8950,2794,31.2,3923,00:56:42,Trading,Integrated,3000
mStock,mStock Trading App,@digitalxpt,689105,14400,6455,44.8,2938,00:20:30,Stock Market,Integrated,10000
mStock,mStock Trading App,@mrstarsahil,21025570,250000,38865,15.5,79179,00:29:12,Trading,Integrated,30000
mStock,mStock Trading App,@officialsandeepmishra,17707526,144000,8993,6.2,4920,00:13:08,Trading,Dedicated,15000
mStock,mStock Trading App,@shankarnath,11962024,196000,53134,27.1,93693,00:14:55,Investment,Integrated,95000
mStock,mStock Trading App,@digitechpraveenhere,4304921,69000,16658,24.1,17817,00:11:49,Earning,Integrated,15000
mStock,mStock Trading App,@investright7943,9579927,131000,20010,15.3,3590,00:12:20,Finance,Integrated,9000
mStock,mStock Trading App,@pankilmaheshwari,1050626,25600,6607,25.8,16685,00:13:57,Stock Market,Integrated,4000
mStock,mStock Trading App,@fearlesstradershivam,18695511,371000,17061,4.6,30159,00:36:12,Trading,Integrated,48000
mStock,mStock Trading App,@vibhorvarshney,10301950,227000,8670,3.8,5178,00:11:56,Stock Market,Integrated,30000
mStock,mStock Trading App,@shashankudupa1,19399030,218000,25212,11.6,96362,00:08:55,Stock Market,Integrated,100000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,12065,00:16:04,Finance,Integrated,23000
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6556,7.1,10133,00:13:17,Finance,Integrated,5000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1278,1.6,5798,00:11:23,Finance,Dedicated,13000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50730,18.9,28371,00:14:02,Finance,Dedicated,40000
mStock,mStock Trading App,@stockmartpro,7222969,77900,3424,4.4,19425,00:14:36,Stock Market,Integrated,8000
mStock,mStock Trading App,@ready_to_invest,888549,48700,1395,2.9,1928,00:10:17,Finance,Integrated,4500
mStock,mStock Trading App,@thetrainguru,11535720,74600,14590,19.6,97377,00:34:25,Travel Vlogs,Integrated,15000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10770,4.4,19984,00:08:46,Finance,Dedicated,35000
mStock,mStock Trading App,@tradingkannada,2465164,59100,2924,4.9,3486,00:10:04,Finance,Integrated,10000
mStock,mStock Trading App,@marketrader1,5555386,162000,10744,6.6,14265,00:16:27,Trading,Integrated,28000
mStock,mStock Trading App,@marketsupport,39396854,221000,2280,1.0,5218,00:09:50,Finance,Dedicated,20000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2248,1.0,3236,00:16:08,Finance,Integrated,15000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2074,1.8,3756,00:14:56,Trading,Dedicated,25000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,1351,00:12:57,Finance,Dedicated,6000
mStock,mStock Trading App,@sharetradeepoint,1941116,51700,6497,12.6,134,00:11:14,Finance,Dedicated,7500
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,1661,00:05:13,Finance,Dedicated,10000
mStock,mStock Trading App,@investmentwithtarun,11477545,113000,4411,3.9,3181,00:08:08,Finance,Dedicated,20000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3369,4.9,3416,00:12:41,Finance,Dedicated,15000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,10333,8.2,4802,00:11:39,Finance,Dedicated,10000
mStock,mStock Trading App,@ariusearning8,719585,116000,28765,24.8,13589,00:04:50,Earning,Integrated,3000
mStock,mStock Trading App,@moneyinspires7417,4418004,169000,28442,16.8,14780,00:05:52,Earning,Integrated,3000
mStock,mStock Trading App,@etechpandaji,2885968,274000,19735,7.2,26117,00:07:56,Earning,Integrated,4000
mStock,mStock Trading App,@dhruvearner,13897931,301000,18953,6.3,27933,00:06:46,Earning,Integrated,3000
mStock,mStock Trading App,@chartwithtrade,1763326,26400,641,2.4,1497,00:09:33,Trading,Integrated,2000
mStock,mStock Trading App,@info_mindset,7172,149,25105,16848.7,18216,00:12:19,Finance,Integrated,20000
mStock,mStock Trading App,@investwiddeepak,5850721,67200,14003,20.8,17067,00:12:26,Finance,Integrated,13000
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1672,2.9,21276,00:12:47,Finance,Integrated,20000
mStock,mStock Trading App,@cashitijgupta,17672095,123000,3547,2.9,4489,00:08:30,Trading,Integrated,10000
mStock,mStock Trading App,@top5bestlaptop,50407793,237000,6278,2.6,3748,00:08:58,Tech,Integrated,9000
mStock,mStock Trading App,@punjiguide,1651726,16600,3015,18.2,3321,00:07:23,Trading,Integrated,1500
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3396,0.9,2392,00:05:39,Finance,Dedicated,35000
mStock,mStock Trading App,@rsfintech,5850242,55700,9012,16.2,12062,00:14:47,Finance,Dedicated,10000
mStock,mStock Trading App,@techbengalikutty,29807378,210000,11481,5.5,18108,00:08:19,Tech,Integrated,10000
mStock,mStock Trading App,@akashprasad03,7879653,113000,1916,1.7,3073,00:12:30,Trading,Integrated,8000
mStock,mStock Trading App,@cuteupdate,736862,107000,10038,9.4,23947,00:05:11,Earning,Integrated,2500
mStock,mStock Trading App,@harshearningtips,23009064,103000,16644,16.2,22285,00:06:11,Earning,Integrated,4000
mStock,mStock Trading App,@scottearning,9861154,60800,3701,6.1,2481,00:04:11,Earning,Integrated,2000
mStock,mStock Trading App,@earningwealth84,872067,115000,32738,28.5,12692,00:05:45,Earning,Integrated,2500
mStock,mStock Trading App,@qualityearn8325,890269,171000,30388,17.8,13971,00:05:49,Earning,Integrated,3000
mStock,mStock Trading App,@earningbeast99,5478372,84200,8929,10.6,12654,00:05:57,Earning,Integrated,5000
mStock,mStock Trading App,@digitalshashank,1392783,302000,48070,15.9,44711,00:08:05,Earning,Integrated,5000
mStock,mStock Trading App,@pkpaulbengali,6798683,176000,12833,7.3,8403,00:13:22,Stock Market,Integrated,20000
mStock,mStock Trading App,@hitechsharmaji2539,1612253,112000,17431,15.6,22772,00:06:24,Earning,Integrated,3700
