brand_name,product_name,yt_username,overall_videos_viewcount_of_channel,channels_subscriber,first_five_avg_video_of_channel,engagement_rate_of_channel,video_views,video_duration,category,video_type,video_cost
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13961,20.8,19209,00:14:32,Finance,Integrated,12000
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6408,7.0,12251,00:13:56,Finance,Integrated,3000
mStock,mStock Trading App,@chargingpointhindi,29134952,237000,18856,8.0,15784,00:10:48,Finance,Integrated,7000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1255,1.6,3287,00:17:48,Finance,Dedicated,13000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50713,18.9,17486,00:12:01,Finance,Dedicated,25000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10681,4.4,5308,00:05:09,Finance,Dedicated,35000
mStock,mStock Trading App,@theanalystdeep,1689825,35800,1562,4.4,2572,00:16:53,Finance,Integrated,3000
mStock,mStock Trading App,@stock4retail,73289194,776000,35034,4.5,69977,00:19:57,Finance,Integrated,9000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.6,1678,00:12:59,Finance,Dedicated,10000
mStock,mStock Trading App,@rsfintech,5850242,55700,8989,16.1,1504,00:05:38,Finance,Dedicated,10000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,521,00:11:37,Finance,Dedicated,15000
mStock,mStock Trading App,@investmentwithtarun,11477545,113000,4408,3.9,2400,00:06:26,Finance,Dedicated,20000
mStock,mStock Trading App,@investmentsolutionchannel,21675650,99300,3262,3.3,183,00:07:10,Finance,Dedicated,5000
mStock,mStock Trading App,@makemoneymrk,3544154,42000,5972,14.2,405,00:15:19,Finance,Dedicated,4000
mStock,mStock Trading App,@marketminati,3857819,21500,2278,10.6,225,00:08:56,Finance,Dedicated,4000
mStock,mStock Trading App,@theinvestorsera,25389076,199000,15401,7.7,2108,00:10:29,Finance,Dedicated,20000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,511,00:12:33,Finance,Dedicated,7000
mStock,mStock Trading App,@torahulj,37852255,497000,77225,15.5,72668,00:13:14,Finance,Integrated,100000
mStock,mStock Trading App,@technologyup,146706158,1360000,2929,0.2,1794,00:09:35,Finance,Dedicated,22000
mStock,mStock Trading App,@stockmarketkapilot8471,7209126,44000,1388,3.2,363,00:12:54,Finance,Dedicated,5500
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,997,00:08:51,Finance,Dedicated,5000
mStock,mStock Trading App,@investorvishal,79502,7020,55,0.8,207,00:07:34,Finance,Dedicated,10000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1077,0.9,2341,00:07:38,Finance,Dedicated,7000
mStock,mStock Trading App,@investoracademy,30620879,310000,4894,1.6,1733,00:06:52,Finance,Dedicated,12000
mStock,mStock Trading App,@tamilstocksniper,6800884,77000,10273,13.3,3506,00:12:30,Finance,Dedicated,40000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12241,17.1,9277,00:09:29,Finance,Dedicated,55000
mStock,mStock Trading App,@stock4retail,73289194,776000,35037,4.5,111025,00:19:00,Finance,Integrated,9000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1255,1.6,5900,00:15:11,Finance,Dedicated,13000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50713,18.9,16107,00:11:46,Finance,Dedicated,40000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,1134,00:05:15,Finance,Dedicated,35000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10684,4.4,9148,00:07:15,Finance,Dedicated,35000
mStock,mStock Trading App,@thedoontrader,16706275,113000,3110,2.8,948,00:10:31,Finance,Dedicated,6000
mStock,mStock Trading App,@technicaltherapist,28726426,161000,2549,1.6,621,00:06:45,Finance,Dedicated,8500
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1671,2.9,19550,00:11:57,Finance,Integrated,17000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11037,8.8,1387,00:14:21,Finance,Dedicated,8000
mStock,mStock Trading App,@trendtraderkaran,10345223,302000,3207,1.1,21265,00:07:41,Finance,Dedicated,300000
mStock,mStock Trading App,@diversifyknowledge,12962761,246000,33018,13.4,14612,00:11:51,Trading,Dedicated,35000
mStock,mStock Trading App,@sharetradeepoint,1941116,51700,6495,12.6,1359,00:10:10,Finance,Dedicated,5000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,1191,00:14:00,Finance,Dedicated,7000
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,2349,00:10:23,Finance,Dedicated,10000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,4169,00:13:51,Finance,Dedicated,15000
mStock,mStock Trading App,@marketsupport,39396854,221000,2249,1.0,2164,00:11:08,Finance,Dedicated,20000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,4545,00:11:12,Finance,Dedicated,4500
mStock,mStock Trading App,@debasistripathytech,51289268,580000,3497,0.6,55591,00:03:30,Finance,Integrated,4500
mStock,mStock Trading App,@trade2day,1766087,26000,650,2.5,591,00:10:06,Trading,Dedicated,7000
mStock,mStock Trading App,@punjiguide,1583450,16100,2987,18.6,1455,00:06:18,Finance,Integrated,1500
mStock,mStock Trading App,@theanalystdeep,1689825,35800,1562,4.4,2117,00:15:45,Trading,Dedicated,10000
mStock,mStock Trading App,@chaudharytips06,1388772,126000,16063,12.7,6514,00:07:36,Earning,Dedicated,15000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2073,1.8,2262,00:12:37,Trading,Dedicated,25000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,850,00:08:09,Trading,Integrated,2500
mStock,mStock Trading App,@investographer,187469087,893000,8034,0.9,24094,00:09:21,Trading,Integrated,50000
mStock,mStock Trading App,@torahulj,37852255,497000,77233,15.5,113257,00:17:35,Finance,Integrated,100000
mStock,mStock Trading App,@cashitijgupta,17672095,123000,4096,3.3,4337,00:08:26,Trading,Dedicated,15000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.6,2382,00:12:17,Trading,Dedicated,10000
mStock,mStock Trading App,@stock4retail,73289194,776000,35058,4.5,37862,00:14:27,Finance,Integrated,9000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1257,1.6,4208,00:14:28,Finance,Dedicated,13000
mStock,mStock Trading App,@marketmaestroo,77657678,1330000,136288,10.2,41704,00:11:09,Finance,Integrated,160000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10684,4.4,34289,00:07:37,Finance,Dedicated,35000
mStock,mStock Trading App,@kingkeplernetwork,16996873,287000,22473,7.8,983,00:21:00,Trading,Dedicated,12000
mStock,mStock Trading App,@lts,25396548,236000,9200,3.9,9566,00:13:59,Finance,Integrated,15000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,1050,00:08:35,Finance,Integrated,7000
mStock,mStock Trading App,@unboxingodisha,20703281,284000,2842,1.0,4128,00:05:56,Earning,Dedicated,8000
mStock,mStock Trading App,@earningvillagee,7421189,122000,36112,29.6,33066,00:04:11,Earning,Integrated,3300
mStock,mStock Trading App,@technicalpandajii,14563510,73900,7396,10.0,1695,00:09:01,Earning,Integrated,4000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,9283,00:13:55,Finance,Integrated,20000
mStock,mStock Trading App,@harshearningtips,23009064,103000,16643,16.2,4596,00:05:52,Earning,Integrated,4000
mStock,mStock Trading App,@rsfintech,5850242,55700,8989,16.1,1253,00:08:48,Finance,Dedicated,10000
mStock,mStock Trading App,@borncreator,78877374,935000,21459,2.3,19618,00:11:26,Infotainment,Integrated,10000
mStock,mStock Trading App,@sundaynivesh,23195896,271000,21428,7.9,12631,00:14:08,Finance,Integrated,15000
mStock,mStock Trading App,@mindyourlogicmalayalam,108419626,510000,51969,10.2,1835,00:07:48,Finance,Integrated,7000
mStock,mStock Trading App,@hitechsharmaji2539,1612253,112000,17431,15.6,8430,00:03:40,Earning,Dedicated,6000
mStock,mStock Trading App,@earningbeast99,5478372,84200,8929,10.6,20929,00:12:20,Earning,Dedicated,8000
mStock,mStock Trading App,@moneypetelugu,651555,7680,377,4.9,2054,00:07:27,Earning,Integrated,2500
mStock,mStock Trading App,@aceinkbharathshankar,17487604,1080000,151276,14.0,75252,00:17:57,Finance,Integrated,250000
mStock,mStock Trading App,@srimankotaru,184723325,491000,96762,19.7,76542,00:15:13,Auto/Infotainment,Conceptual,85000
mStock,mStock Trading App,@stockburnerofficial,126764307,732000,85446,11.7,12387,00:09:25,Trading,Integrated,80000
mStock,mStock Trading App,@mindyourlogicmalayalam,108419626,510000,51969,10.2,52957,00:10:54,Infotainment,Integrated,50000
mStock,mStock Trading App,@technoearnz,4459978,106000,27110,25.6,34676,00:05:50,Earning,Integrated,10000
mStock,mStock Trading App,@suhailvlogger,892171989,2340000,286558,12.2,116349,00:07:09,Vlogs,Conceptual,60000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,1793,00:10:01,Trading,Integrated,2500
mStock,mStock Trading App,@aceinkbharathshankar,17487604,1080000,151276,14.0,150349,00:16:56,Finance,Integrated,250000
mStock,mStock Trading App,@moneysolution,22275901,160000,12576,7.9,22111,00:10:01,Finance,Integrated,12000
mStock,mStock Trading App,@mybiniyog,20596343,252000,37069,14.7,20643,00:22:14,Finance,Integrated,40000
mStock,mStock Trading App,@earningwealth84,872067,115000,14949,13.0,20855,00:07:00,Earning,Dedicated,3500
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,38859,00:23:33,Finance,Dedicated,40000
mStock,mStock Trading App,@luckykannadatech,5525326,55500,1522,2.7,3004,00:04:52,Finance,Dedicated,8000
mStock,mStock Trading App,@sundaysarthak,270439940,1040000,402999,38.7,686228,00:29:47,Infotainment,Integrated,140000
mStock,mStock Trading App,@sharemarketanalysis,62896131,258000,1867,0.7,5243,00:05:41,Finance,Dedicated,9000
mStock,mStock Trading App,@kunalsaraogichannel,131320934,1150000,35032,3.0,63774,00:15:38,Finance,Dedicated,375000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,984,00:15:25,Finance,Dedicated,7000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,2465,00:06:07,Finance,Dedicated,35000
mStock,mStock Trading App,@abhishekkar,111548729,1480000,53689,3.6,57715,00:06:32,Finance,Dedicated,125000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,4545,00:11:12,Finance,Dedicated,4500
mStock,mStock Trading App,@tradersakshi,5725979,113000,2073,1.8,17436,00:13:03,Trading,Dedicated,25000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11050,8.8,1230,00:13:52,Finance,Dedicated,8000
mStock,mStock Trading App,@lifobeta,12850080,128000,152734,119.3,3886,00:04:03,Finance,Dedicated,12000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,2884,00:13:24,Finance,Dedicated,10000
mStock,mStock Trading App,@moneysolution,22275901,160000,12577,7.9,19486,00:08:14,Finance,Integrated,15000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1257,1.6,4845,00:11:42,Finance,Integrated,13000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12248,17.1,3740,00:10:28,Finance,Dedicated,55000
mStock,mStock Trading App,@chartwithtrade,1763326,26400,641,2.4,1473,00:06:52,Trading,Integrated,2000
mStock,mStock Trading App,@stocksforself,16958571,79900,2753,3.4,4546,00:10:06,Trading,Integrated,6600
mStock,mStock Trading App,@punjiguide,1583450,16100,2987,18.6,1354,00:06:11,Finance,Integrated,1500
mStock,mStock Trading App,@stock4retail,73289194,776000,35060,4.5,131545,00:13:40,Finance,Integrated,9000
mStock,mStock Trading App,@sundaynivesh,23195896,271000,21428,7.9,19662,00:15:53,Finance,Integrated,15000
mStock,mStock Trading App,@trade2day,1766087,26000,650,2.5,365,00:11:02,Trading,Dedicated,7000
mStock,mStock Trading App,@investmentwithtarun,11477545,113000,4408,3.9,2116,00:06:54,Finance,Dedicated,20000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1083,0.9,1801,00:09:21,Finance,Dedicated,7000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10685,4.4,22406,00:10:42,Finance,Dedicated,35000
mStock,mStock Trading App,@moneysolution,22275901,160000,12577,7.9,20522,00:08:43,Finance,Dedicated,20000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50714,18.9,16238,00:15:29,Finance,Dedicated,40000
mStock,mStock Trading App,@lts,25396548,236000,9200,3.9,12202,00:11:07,Finance,Integrated,15000
mStock,mStock Trading App,@tradeswings,30508489,320000,1249,0.4,4108,00:28:09,Finance,Dedicated,25000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.6,4044,00:12:56,Trading,Dedicated,10000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,1244,00:06:12,Finance,Dedicated,35000
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,2503,00:10:42,Finance,Dedicated,10000
mStock,mStock Trading App,@marketsupport,39396854,221000,2251,1.0,4937,00:12:02,Finance,Dedicated,20000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,4638,00:13:17,Finance,Dedicated,15000
mStock,mStock Trading App,@swingtraderatul,7216289,323000,11760,3.6,10491,00:19:12,Finance,Integrated,10000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11051,8.8,3075,00:12:56,Finance,Dedicated,8000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1258,1.6,3106,00:10:01,Finance,Dedicated,13000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2073,1.8,8627,00:11:08,Trading,Dedicated,25000
mStock,mStock Trading App,@rsfintech,5850242,55700,8989,16.1,3090,00:11:07,Finance,Dedicated,10000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12250,17.1,2304,00:09:31,Finance,Dedicated,55000
mStock,mStock Trading App,@investographer,187469087,893000,8034,0.9,17014,00:29:59,Trading,Integrated,50000
mStock,mStock Trading App,@fearlesstradershivam,18695511,371000,17054,4.6,57754,00:26:24,Trading,Integrated,35000
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6425,7.0,9953,00:14:37,Finance,Integrated,4000
mStock,mStock Trading App,@sundaynivesh,23195896,271000,21428,7.9,18390,00:11:40,Finance,Integrated,15000
mStock,mStock Trading App,@torahulj,37852255,497000,77236,15.5,46039,00:12:25,Finance,Integrated,100000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,1088,00:08:55,Finance,Integrated,7000
mStock,mStock Trading App,@sharemarketanalysis,62896131,258000,1887,0.7,3653,00:05:36,Finance,Dedicated,9000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,837,00:15:37,Finance,Dedicated,7000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,1301,00:09:12,Finance,Dedicated,6000
mStock,mStock Trading App,@stock4retail,73289194,776000,35063,4.5,39385,00:13:26,Finance,Integrated,9000
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,14607,00:39:11,Finance,Dedicated,40000
mStock,mStock Trading App,@chargingpointhindi,29134952,237000,18857,8.0,8825,00:10:20,Finance,Integrated,7000
mStock,mStock Trading App,@abhishekkar,111548729,1480000,53689,3.6,24543,00:08:26,Finance,Dedicated,125000
mStock,mStock Trading App,@sunilsahuyoutuber,32182423,322000,961,0.3,3742,00:16:06,Finance,Dedicated,45000
mStock,mStock Trading App,@aceinkbharathshankar,17487604,1080000,151294,14.0,66884,00:21:45,Finance,Integrated,250000
mStock,mStock Trading App,@stockburnerofficial,126764307,732000,85475,11.7,98750,00:12:59,Trading,Integrated,80000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,9839,00:12:56,Finance,Integrated,20000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,2239,00:12:59,Trading,Integrated,2500
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13963,20.8,26392,00:14:47,Finance,Integrated,13000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2789,1.2,1574,00:09:27,Finance,Integrated,15000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1258,1.6,3706,00:15:30,Finance,Dedicated,13000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1085,0.9,1937,00:08:38,Finance,Dedicated,7000
mStock,mStock Trading App,@thedoontrader,16706275,113000,30939,27.4,4470,00:04:04,Finance,Integrated,3500
mStock,mStock Trading App,@tradeswings,30508489,320000,1249,0.4,5740,00:27:40,Finance,Dedicated,25000
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1671,2.9,22010,00:15:49,Finance,Integrated,17000
mStock,mStock Trading App,@njanarun,7396744,118000,2549,2.2,9286,00:10:41,Finance,Dedicated,15000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12250,17.1,3993,00:09:44,Finance,Dedicated,55000
mStock,mStock Trading App,@diversifyknowledge,12962761,246000,33034,13.4,11949,00:11:51,Trading,Dedicated,40000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50714,18.9,15423,00:10:45,Finance,Dedicated,40000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,1486,00:06:09,Finance,Dedicated,35000
mStock,mStock Trading App,@stocklearners,9307539,131000,6919,5.3,33621,00:17:09,Finance,Integrated,32000
mStock,mStock Trading App,@moneysolution,22275901,160000,12596,7.9,10111,00:09:21,Finance,Dedicated,20000
mStock,mStock Trading App,@himanshutrader,946953,25800,2051,8.0,2606,00:08:54,Finance,Dedicated,10000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.6,8283,00:19:08,Trading,Dedicated,10000
mStock,mStock Trading App,@marketsupport,39396854,221000,2252,1.0,5112,00:10:02,Finance,Dedicated,20000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,3243,00:14:39,Finance,Dedicated,15000
mStock,mStock Trading App,@lts,25396548,236000,9200,3.9,10275,00:12:43,Finance,Integrated,15000
mStock,mStock Trading App,@sundaynivesh,23195896,271000,21428,7.9,11945,00:14:08,Finance,Integrated,15000
mStock,mStock Trading App,@techinkannada360,140630067,1000000,46663,4.7,24774,00:09:57,Finance,Integrated,70000
mStock,mStock Trading App,@borncreator,78877374,935000,21459,2.3,42984,00:09:11,Infotainment,Integrated,10000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2073,1.8,1751,00:14:34,Trading,Dedicated,25000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10685,4.4,22320,00:09:41,Finance,Dedicated,35000
mStock,mStock Trading App,@rsfintech,5850242,55700,8989,16.1,5944,00:12:24,Finance,Dedicated,10000
mStock,mStock Trading App,@trendtraderkaran,10345223,302000,3207,1.1,13318,00:06:33,Finance,Dedicated,300000
mStock,mStock Trading App,@camanojkumarjain,80805679,601000,20093,3.3,11745,00:18:20,Finance,Dedicated,150000
mStock,mStock Trading App,@sathish_speaks_,4219732,84700,3904,4.6,1979,00:11:33,Trading,Integrated,5500
mStock,mStock Trading App,@money_matters,7969650,140000,14324,10.2,10176,00:21:38,Trading,Integrated,6600
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6431,7.0,21424,00:15:52,Trading,Integrated,5000
mStock,mStock Trading App,@tradesmartly,442903,8950,2794,31.2,16148,00:29:24,Trading,Integrated,3000
mStock,mStock Trading App,@punjiguide,1583450,16100,2996,18.6,582,00:08:30,Finance,Integrated,1500
mStock,mStock Trading App,@swingtraderatul,7216289,323000,11760,3.6,10549,00:22:05,Finance,Integrated,10000
mStock,mStock Trading App,@techbengalikutty,29807378,210000,11318,5.4,7834,00:08:06,Tech,Integrated,10000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,968,00:18:15,Finance,Dedicated,7000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11055,8.8,3879,00:13:48,Finance,Dedicated,8000
mStock,mStock Trading App,@investmentwithtarun,11477545,113000,4408,3.9,2703,00:07:35,Finance,Dedicated,20000
mStock,mStock Trading App,@sminvestors,2006079,39600,3353,8.5,1565,00:11:28,Finance,Dedicated,10000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,10000,00:11:00,Finance,Integrated,7000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,1170,00:10:02,Trading,Integrated,2500
mStock,mStock Trading App,@trade2day,1766087,26000,650,2.5,396,00:12:37,Trading,Dedicated,7000
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13963,20.8,24495,00:14:14,Finance,Integrated,13000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,848,00:04:57,Finance,Dedicated,6000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2224,1.0,2857,00:11:30,Finance,Integrated,15000
mStock,mStock Trading App,@tamilstocksniper,6800884,77000,10278,13.3,2255,00:07:41,Finance,Dedicated,40000
mStock,mStock Trading App,@aceinkbharathshankar,17487604,1080000,151294,14.0,55972,00:15:21,Finance,Integrated,250000
mStock,mStock Trading App,@deekayfinancials,4441302,294000,9399,3.2,15936,00:14:18,Finance,Integrated,20000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,1182,00:06:00,Finance,Dedicated,35000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,4606,00:10:12,Finance,Dedicated,15000
mStock,mStock Trading App,@marketsupport,39396854,221000,2252,1.0,1828,00:09:20,Finance,Dedicated,20000
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,12296,00:22:04,Finance,Dedicated,40000
mStock,mStock Trading App,@lts,25396548,236000,9206,3.9,16517,00:15:56,Finance,Integrated,15000
mStock,mStock Trading App,@stock4retail,73289194,776000,35183,4.5,44275,00:14:44,Finance,Integrated,9000
mStock,mStock Trading App,@rsfintech,5850242,55700,8995,16.1,5849,00:15:41,Finance,Dedicated,10000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12296,17.2,1540,00:08:37,Finance,Dedicated,55000
mStock,mStock Trading App,@diversifyknowledge,12962761,246000,33048,13.4,14310,00:12:35,Trading,Dedicated,40000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1273,1.6,5238,00:13:12,Finance,Dedicated,13000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1113,1.0,1616,00:09:47,Finance,Dedicated,7000
mStock,mStock Trading App,@bookpillow,13936775,231000,45919,19.9,18908,00:24:00,Finance,Integrated,55000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10760,4.4,29552,00:08:53,Finance,Dedicated,35000
mStock,mStock Trading App,@stocksforself,16958571,79900,2784,3.5,5464,00:10:08,Trading,Integrated,6600
mStock,mStock Trading App,@sharetradeepoint,1941116,51700,6495,12.6,3727,00:09:47,Finance,Dedicated,5000
mStock,mStock Trading App,@moneysolution,22275901,160000,12747,8.0,18137,00:10:38,Finance,Dedicated,20000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,1834,00:07:12,Finance,Integrated,7000
mStock,mStock Trading App,@chargingpointhindi,29134952,237000,18892,8.0,27195,00:11:32,Finance,Integrated,7000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50728,18.9,8791,00:08:54,Finance,Dedicated,40000
mStock,mStock Trading App,@investwiddeepak,5850721,67200,13983,20.8,14461,00:14:03,Finance,Integrated,13000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2074,1.8,3563,00:13:35,Trading,Dedicated,25000
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1671,2.9,20453,00:13:42,Finance,Integrated,17000
mStock,mStock Trading App,@sharemarketanalysis,62896131,258000,2024,0.8,2524,00:05:01,Finance,Dedicated,9000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.6,5206,00:13:20,Trading,Dedicated,10000
mStock,mStock Trading App,@kingkeplernetwork,16996873,287000,22486,7.8,663,00:29:46,Trading,Dedicated,12000
mStock,mStock Trading App,@sharemarketinkannada,3266551,32100,1397,4.4,2319,00:09:31,Trading,Integrated,2500
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6527,7.1,12212,00:14:34,Finance,Integrated,5000
mStock,mStock Trading App,@moneytalkswithpayal,6548590,79000,1274,1.6,6016,00:14:46,Finance,Dedicated,13000
mStock,mStock Trading App,@marketsupport,39396854,221000,2274,1.0,4417,00:10:18,Finance,Dedicated,20000
mStock,mStock Trading App,@stockmarketbadshah,23658119,115000,1113,1.0,1815,00:10:56,Finance,Dedicated,7000
mStock,mStock Trading App,@ankitjain05,8370906,68600,3357,4.9,4004,00:12:46,Finance,Dedicated,15000
mStock,mStock Trading App,@chargingpointhindi,29134952,237000,18892,8.0,36550,00:11:08,Finance,Integrated,7000
mStock,mStock Trading App,@chaudharytips06,1388772,126000,16063,12.7,10567,00:06:05,Earning,Dedicated,13500
mStock,mStock Trading App,@sharetradeepoint,1941116,51700,6495,12.6,2103,00:08:54,Finance,Dedicated,5000
mStock,mStock Trading App,@stock247bypoojasingh,26596506,268000,50728,18.9,5283,00:09:53,Finance,Dedicated,40000
mStock,mStock Trading App,@missionmarketchannel,29256205,126000,11099,8.8,2164,00:14:01,Finance,Dedicated,8000
mStock,mStock Trading App,@mstradinganalysis2877,11228855,71500,12297,17.2,7995,00:08:52,Finance,Dedicated,55000
mStock,mStock Trading App,@rsfintech,5850242,55700,8998,16.2,5229,00:15:37,Finance,Dedicated,10000
mStock,mStock Trading App,@knowledgejazz,33765605,244000,10761,4.4,9350,00:11:55,Finance,Dedicated,35000
mStock,mStock Trading App,@rupeemonk,5904314,73500,3078,4.2,1155,00:08:44,Finance,Integrated,7000
mStock,mStock Trading App,@lts,25396548,236000,9206,3.9,11097,00:12:09,Finance,Integrated,15000
mStock,mStock Trading App,@7dreamsindiaofficial,8492641,228000,2244,1.0,1233,00:11:46,Finance,Integrated,15000
mStock,mStock Trading App,@shrija,1927438,52300,15908,30.4,4651,00:10:04,Finance,Dedicated,15000
mStock,mStock Trading App,@viveksinghrana51,21449259,177000,3027,1.7,4081,00:06:33,Finance,Dedicated,6000
mStock,mStock Trading App,@money_matters,7969650,140000,14328,10.2,8311,00:20:58,Finance,Integrated,6600
mStock,mStock Trading App,@swingtraderatul,7216289,323000,11790,3.7,9822,00:26:47,Finance,Integrated,10000
mStock,mStock Trading App,@shubh_kadam__,2636947,43400,1281,3.0,1226,00:19:52,Finance,Dedicated,7000
mStock,mStock Trading App,@sharemarketanalysis,62896131,258000,2025,0.8,2343,00:05:24,Finance,Dedicated,9000
mStock,mStock Trading App,@bazarkepandit,61303135,368000,3317,0.9,1317,00:06:07,Finance,Dedicated,35000
mStock,mStock Trading App,@money_matters,7969650,140000,14328,10.2,40622,00:21:33,Finance,Integrated,6600
mStock,mStock Trading App,@swingtradertheartoflearning,31263073,91800,6531,7.1,17923,00:13:49,Finance,Integrated,5000
mStock,mStock Trading App,@tradersakshi,5725979,113000,2074,1.8,3563,00:13:35,Trading,Dedicated,25000
mStock,mStock Trading App,@pravinkhetan,15353187,355000,1741,0.5,11056,00:14:02,Finance,Dedicated,40000
mStock,mStock Trading App,@diversifyknowledge,12962761,246000,33052,13.4,12547,00:14:02,Trading,Dedicated,40000
mStock,mStock Trading App,@thebullofdalalstreet,5335716,57100,1671,2.9,21577,00:11:53,Finance,Integrated,17000
mStock,mStock Trading App,@theharshdalal,5699665,68900,1826,2.7,4094,00:15:17,Trading,Dedicated,10000
